State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
SC,45,073,3,A,Mixed-Humid,Oconee
SC,45,075,3,A,Mixed-Humid,Orangeburg
SC,45,077,3,A,Mixed-Humid,Pickens
SC,45,079,3,A,Mixed-Humid,Richland
SC,45,081,3,A,Mixed-Humid,Saluda
SC,45,083,3,A,Mixed-Humid,Spartanburg
SC,45,085,3,A,Mixed-Humid,Sumter
SC,45,087,3,A,Mixed-Humid,Union
SC,45,089,3,A,Mixed-Humid,Williamsburg
SC,45,091,3,A,Mixed-Humid,York
SD,46,003,6,A,Cold,Aurora
SD,46,005,6,A,Cold,Beadle
SD,46,007,5,A,Cold,Bennett
SD,46,009,5,A,Cold,Bon Homme
SD,46,011,6,A,Cold,Brookings
SD,46,013,6,A,Cold,Brown
SD,46,015,6,A,Cold,Brule
SD,46,017,6,A,Cold,Buffalo
SD,46,019,6,A,Cold,Butte
SD,46,021,6,A,Cold,Campbell
SD,46,023,5,A,Cold,Charles Mix
SD,46,025,6,A,Cold,Clark
SD,46,027,5,A,Cold,Clay
SD,46,029,6,A,Cold,Codington
SD,46,031,6,A,Cold,Corson
SD,46,033,6,A,Cold,Custer
SD,46,035,6,A,Cold,Davison
SD,46,037,6,A,Cold,Day
SD,46,039,6,A,Cold,Deuel
SD,46,041,6,A,Cold,Dewey
SD,46,043,5,A,Cold,Douglas
SD,46,045,6,A,Cold,Edmunds
SD,46,047,6,A,Cold,Fall River
SD,46,049,6,A,Cold,Faulk
SD,46,051,6,A,Cold,Grant
SD,46,053,5,A,Cold,Gregory
SD,46,055,6,A,Cold,Haakon
SD,46,057,6,A,Cold,Hamlin
SD,46,059,6,A,Cold,Hand
SD,46,061,6,A,Cold,Hanson
SD,46,063,6,A,Cold,Harding
SD,46,065,6,A,Cold,Hughes
SD,46,067,5,A,Cold,Hutchinson
SD,46,069,6,A,Cold,Hyde
SD,46,071,5,A,Cold,Jackson
SD,46,073,6,A,Cold,Jerauld
SD,46,075,6,A,Cold,Jones
SD,46,077,6,A,Cold,Kingsbury
SD,46,079,6,A,Cold,Lake
SD,46,081,6,A,Cold,Lawrence
SD,46,083,6,A,Cold,Lincoln
SD,46,085,6,A,Cold,Lyman
SD,46,091,6,A,Cold,Marshall
SD,46,087,6,A,Cold,McCook
SD,46,089,6,A,Cold,McPherson
SD,46,093,6,A,Cold,Meade
SD,46,095,5,A,Cold,Mellette
SD,46,097,6,A,Cold,Miner
SD,46,099,6,A,Cold,Minnehaha
SD,46,101,6,A,Cold,Moody
SD,46,102,6,A,Cold,Oglala Lakota
SD,46,103,6,A,Cold,Pennington
SD,46,105,6,A,Cold,Perkins
SD,46,107,6,A,Cold,Potter
SD,46,109,6,A,Cold,Roberts
SD,46,111,6,A,Cold,Sanborn
SD,46,115,6,A,Cold,Spink
SD,46,117,6,A,Cold,Stanley
SD,46,119,6,A,Cold,Sully
SD,46,121,5,A,Cold,Todd
SD,46,123,5,A,Cold,Tripp
SD,46,125,6,A,Cold,Turner
SD,46,127,5,A,Cold,Union
SD,46,129,6,A,Cold,Walworth
SD,46,135,5,A,Cold,Yankton
SD,46,137,6,A,Cold,Ziebach
TN,47,001,4,A,Mixed-Humid,Anderson
TN,47,003,4,A,Mixed-Humid,Bedford
TN,47,005,4,A,Mixed-Humid,Benton
TN,47,007,4,A,Mixed-Humid,Bledsoe
TN,47,009,4,A,Mixed-Humid,Blount
TN,47,011,4,A,Mixed-Humid,Bradley
TN,47,013,4,A,Mixed-Humid,Campbell
TN,47,015,4,A,Mixed-Humid,Cannon
TN,47,017,4,A,Mixed-Humid,Carroll
TN,47,019,4,A,Mixed-Humid,Carter
TN,47,021,4,A,Mixed-Humid,Cheatham
TN,47,023,3,A,Mixed-Humid,Chester
TN,47,025,4,A,Mixed-Humid,Claiborne
TN,47,027,4,A,Mixed-Humid,Clay
TN,47,029,4,A,Mixed-Humid,Cocke
TN,47,031,4,A,Mixed-Humid,Coffee
TN,47,033,3,A,Mixed-Humid,Crockett
TN,47,035,4,A,Mixed-Humid,Cumberland
TN,47,037,4,A,Mixed-Humid,Davidson
TN,47,039,4,A,Mixed-Humid,Decatur
TN,47,041,4,A,Mixed-Humid,DeKalb
TN,47,043,4,A,Mixed-Humid,Dickson
TN,47,045,3,A,Mixed-Humid,Dyer
TN,47,047,3,A,Mixed-Humid,Fayette
TN,47,049,4,A,Mixed-Humid,Fentress
TN,47,051,4,A,Mixed-Humid,Franklin
TN,47,053,4,A,Mixed-Humid,Gibson
TN,47,055,4,A,Mixed-Humid,Giles
TN,47,057,4,A,Mixed-Humid,Grainger
TN,47,059,4,A,Mixed-Humid,Greene
TN,47,061,4,A,Mixed-Humid,Grundy
TN,47,063,4,A,Mixed-Humid,Hamblen
TN,47,065,4,A,Mixed-Humid,Hamilton
TN,47,067,4,A,Mixed-Humid,Hancock
TN,47,069,3,A,Mixed-Humid,Hardeman
TN,47,071,3,A,Mixed-Humid,Hardin
TN,47,073,4,A,Mixed-Humid,Hawkins
TN,47,075,3,A,Mixed-Humid,Haywood
TN,47,077,3,A,Mixed-Humid,Henderson
TN,47,079,4,A,Mixed-Humid,Henry
TN,47,081,4,A,Mixed-Humid,Hickman
TN,47,083,4,A,Mixed-Humid,Houston
TN,47,085,4,A,Mixed-Humid,Humphreys
TN,47,087,4,A,Mixed-Humid,Jackson
TN,47,089,4,A,Mixed-Humid,Jefferson
TN,47,091,4,A,Mixed-Humid,Johnson
TN,47,093,4,A,Mixed-Humid,Knox
TN,47,095,3,A,Mixed-Humid,Lake
TN,47,097,3,A,Mixed-Humid,Lauderdale
TN,47,099,4,A,Mixed-Humid,Lawrence
TN,47,101,4,A,Mixed-Humid,Lewis
TN,47,103,4,A,Mixed-Humid,Lincoln
TN,47,105,4,A,Mixed-Humid,Loudon
TN,47,111,4,A,Mixed-Humid,Macon
TN,47,113,3,A,Mixed-Humid,Madison
TN,47,115,4,A,Mixed-Humid,Marion
TN,47,117,4,A,Mixed-Humid,Marshall
TN,47,119,4,A,Mixed-Humid,Maury
TN,47,107,4,A,Mixed-Humid,McMinn
TN,47,109,3,A,Mixed-Humid,McNairy
TN,47,121,4,A,Mixed-Humid,Meigs
TN,47,123,4,A,Mixed-Humid,Monroe
TN,47,125,4,A,Mixed-Humid,Montgomery
TN,47,127,4,A,Mixed-Humid,Moore
TN,47,129,4,A,Mixed-Humid,Morgan
TN,47,131,4,A,Mixed-Humid,Obion
TN,47,133,4,A,Mixed-Humid,Overton
TN,47,135,4,A,Mixed-Humid,Perry
TN,47,137,4,A,Mixed-Humid,Pickett
TN,47,139,4,A,Mixed-Humid,Polk
TN,47,141,4,A,Mixed-Humid,Putnam
TN,47,143,4,A,Mixed-Humid,Rhea
TN,47,145,4,A,Mixed-Humid,Roane
TN,47,147,4,A,Mixed-Humid,Robertson
TN,47,149,4,A,Mixed-Humid,Rutherford
TN,47,151,4,A,Mixed-Humid,Scott
TN,47,153,4,A,Mixed-Humid,Sequatchie
TN,47,155,4,A,Mixed-Humid,Sevier
TN,47,157,3,A,Mixed-Humid,Shelby
TN,47,159,4,A,Mixed-Humid,Smith
TN,47,161,4,A,Mixed-Humid,Stewart
TN,47,163,4,A,Mixed-Humid,Sullivan
TN,47,165,4,A,Mixed-Humid,Sumner
TN,47,167,3,A,Mixed-Humid,Tipton
TN,47,169,4,A,Mixed-Humid,Trousdale
TN,47,171,4,A,Mixed-Humid,Unicoi
TN,47,173,4,A,Mixed-Humid,Union
TN,47,175,4,A,Mixed-Humid,Van Buren
TN,47,177,4,A,Mixed-Humid,Warren
TN,47,179,4,A,Mixed-Humid,Washington
TN,47,181,4,A,Mixed-Humid,Wayne
TN,47,183,4,A,Mixed-Humid,Weakley
TN,47,185,4,A,Mixed-Humid,White
TN,47,187,4,A,Mixed-Humid,Williamson
TN,47,189,4,A,Mixed-Humid,Wilson
TX,48,001,2,A,Hot-Humid,Anderson
TX,48,003,3,B,Hot-Dry,Andrews
TX,48,005,2,A,Hot-Humid,Angelina
TX,48,007,2,A,Hot-Humid,Aransas
TX,48,009,3,A,Mixed-Humid,Archer
TX,48,011,4,B,Mixed-Dry,Armstrong
TX,48,013,2,A,Hot-Humid,Atascosa
TX,48,015,2,A,Hot-Humid,Austin
TX,48,017,4,B,Mixed-Dry,Bailey
TX,48,019,2,B,Hot-Humid,Bandera
TX,48,021,2,A,Hot-Humid,Bastrop
TX,48,023,3,B,Hot-Dry,Baylor
TX,48,025,2,A,Hot-Humid,Bee
TX,48,027,2,A,Hot-Humid,Bell
TX,48,029,2,A,Hot-Humid,Bexar
TX,48,031,3,A,Hot-Humid,Blanco
TX,48,033,3,B,Hot-Dry,Borden
TX,48,035,2,A,Hot-Humid,Bosque
TX,48,037,3,A,Hot-Humid,Bowie
TX,48,039,2,A,Hot-Humid,Brazoria
TX,48,041,2,A,Hot-Humid,Brazos
TX,48,043,3,B,Hot-Dry,Brewster
TX,48,045,4,B,Mixed-Dry,Briscoe
TX,48,047,2,A,Hot-Humid,Brooks
TX,48,049,3,A,Hot-Humid,Brown
TX,48,051,2,A,Hot-Humid,Burleson
TX,48,053,3,A,Hot-Humid,Burnet
TX,48,055,2,A,Hot-Humid,Caldwell
TX,48,057,2,A,Hot-Humid,Calhoun
TX,48,059,3,B,Hot-Dry,Callahan
TX,48,061,2,A,Hot-Humid,Cameron
TX,48,063,3,A,Hot-Humid,Camp
TX,48,065,4,B,Mixed-Dry,Carson
TX,48,067,3,A,Hot-Humid,Cass
TX,48,069,4,B,Mixed-Dry,Castro
TX,48,071,2,A,Hot-Humid,Chambers
TX,48,073,2,A,Hot-Humid,Cherokee
TX,48,075,3,B,Hot-Dry,Childress
TX,48,077,3,A,Mixed-Humid,Clay
TX,48,079,4,B,Mixed-Dry,Cochran
TX,48,081,3,B,Hot-Dry,Coke
TX,48,083,3,B,Hot-Dry,Coleman
TX,48,085,3,A,Hot-Humid,Collin
TX,48,087,3,B,Hot-Dry,Collingsworth
TX,48,089,2,A,Hot-Humid,Colorado
TX,48,091,2,A,Hot-Humid,Comal
TX,48,093,3,A,Hot-Humid,Comanche
TX,48,095,3,B,Hot-Dry,Concho
TX,48,097,3,A,Mixed-Humid,Cooke
TX,48,099,2,A,Hot-Humid,Coryell
TX,48,101,3,B,Hot-Dry,Cottle
TX,48,103,3,B,Hot-Dry,Crane
TX,48,105,3,B,Hot-Dry,Crockett
TX,48,107,3,B,Hot-Dry,Crosby
TX,48,109,3,B,Hot-Dry,Culberson
TX,48,111,4,B,Mixed-Dry,Dallam
TX,48,113,3,A,Hot-Humid,Dallas
TX,48,115,3,B,Hot-Dry,Dawson
TX,48,117,4,B,Mixed-Dry,Deaf Smith
TX,48,119,3,A,Hot-Humid,Delta
TX,48,121,3,A,Hot-Humid,Denton
TX,48,123,2,A,Hot-Humid,DeWitt
TX,48,125,3,B,Hot-Dry,Dickens
TX,48,127,2,B,Hot-Humid,Dimmit
TX,48,129,4,B,Mixed-Dry,Donley
TX,48,131,2,A,Hot-Humid,Duval
TX,48,133,3,A,Mixed-Humid,Eastland
TX,48,135,3,B,Hot-Dry,Ector
TX,48,137,2,B,Hot-Humid,Edwards
TX,48,141,3,B,Hot-Dry,El Paso
TX,48,139,3,A,Hot-Humid,Ellis
TX,48,143,3,A,Hot-Humid,Erath
TX,48,145,2,A,Hot-Humid,Falls
TX,48,147,3,A,Mixed-Humid,Fannin
TX,48,149,2,A,Hot-Humid,Fayette
TX,48,151,3,B,Hot-Dry,Fisher
TX,48,153,4,B,Mixed-Dry,Floyd
TX,48,155,3,B,Hot-Dry,Foard
TX,48,157,2,A,Hot-Humid,Fort Bend
TX,48,159,3,A,Hot-Humid,Franklin
TX,48,161,2,A,Hot-Humid,Freestone
TX,48,163,2,B,Hot-Humid,Frio
TX,48,165,3,B,Hot-Dry,Gaines
TX,48,167,2,A,Hot-Humid,Galveston
TX,48,169,3,B,Hot-Dry,Garza
TX,48,171,3,A,Hot-Humid,Gillespie
TX,48,173,3,B,Hot-Dry,Glasscock
TX,48,175,2,A,Hot-Humid,Goliad
TX,48,177,2,A,Hot-Humid,Gonzales
TX,48,179,4,B,Mixed-Dry,Gray
TX,48,181,3,A,Mixed-Humid,Grayson
TX,48,183,3,A,Hot-Humid,Gregg
TX,48,185,2,A,Hot-Humid,Grimes
TX,48,187,2,A,Hot-Humid,Guadalupe
TX,48,189,4,B,Mixed-Dry,Hale
TX,48,191,3,B,Hot-Dry,Hall
TX,48,193,3,A,Hot-Humid,Hamilton
TX,48,195,4,B,Mixed-Dry,Hansford
TX,48,197,3,B,Hot-Dry,Hardeman
TX,48,199,2,A,Hot-Humid,Hardin
TX,48,201,2,A,Hot-Humid,Harris
TX,48,203,3,A,Hot-Humid,Harrison
TX,48,205,4,B,Mixed-Dry,Hartley
TX,48,207,3,B,Hot-Dry,Haskell
TX,48,209,2,A,Hot-Humid,Hays
TX,48,211,3,B,Hot-Dry,Hemphill
TX,48,213,3,A,Hot-Humid,Henderson
TX,48,215,2,A,Hot-Humid,Hidalgo
TX,48,217,2,A,Hot-Humid,Hill
TX,48,219,4,B,Mixed-Dry,Hockley
TX,48,221,3,A,Hot-Humid,Hood
TX,48,223,3,A,Hot-Humid,Hopkins
TX,48,225,2,A,Hot-Humid,Houston
TX,48,227,3,B,Hot-Dry,Howard
TX,48,229,3,B,Hot-Dry,Hudspeth
TX,48,231,3,A,Hot-Humid,Hunt
TX,48,233,4,B,Mixed-Dry,Hutchinson
TX,48,235,3,B,Hot-Dry,Irion
TX,48,237,3,A,Mixed-Humid,Jack
TX,48,239,2,A,Hot-Humid,Jackson
TX,48,241,2,A,Hot-Humid,Jasper
TX,48,243,3,B,Hot-Dry,Jeff Davis
TX,48,245,2,A,Hot-Humid,Jefferson
TX,48,247,2,A,Hot-Humid,Jim Hogg
TX,48,249,2,A,Hot-Humid,Jim Wells
TX,48,251,3,A,Hot-Humid,Johnson
TX,48,253,3,B,Hot-Dry,Jones
TX,48,255,2,A,Hot-Humid,Karnes
TX,48,257,3,A,Hot-Humid,Kaufman
TX,48,259,3,A,Hot-Humid,Kendall
TX,48,261,2,A,Hot-Humid,Kenedy
TX,48,263,3,B,Hot-Dry,Kent
TX,48,265,3,B,Hot-Dry,Kerr
TX,48,267,3,B,Hot-Dry,Kimble
TX,48,269,3,B,Hot-Dry,King
TX,48,271,2,B,Hot-Humid,Kinney
TX,48,273,2,A,Hot-Humid,Kleberg
TX,48,275,3,B,Hot-Dry,Knox
TX,48,283,2,B,Hot-Humid,La Salle
TX,48,277,3,A,Hot-Humid,Lamar
TX,48,279,4,B,Mixed-Dry,Lamb
TX,48,281,3,A,Hot-Humid,Lampasas
TX,48,285,2,A,Hot-Humid,Lavaca
TX,48,287,2,A,Hot-Humid,Lee
TX,48,289,2,A,Hot-Humid,Leon
TX,48,291,2,A,Hot-Humid,Liberty
TX,48,293,2,A,Hot-Humid,Limestone
TX,48,295,4,B,Mixed-Dry,Lipscomb
TX,48,297,2,A,Hot-Humid,Live Oak
TX,48,299,3,A,Hot-Humid,Llano
TX,48,301,3,B,Hot-Dry,Loving
TX,48,303,3,B,Hot-Dry,Lubbock
TX,48,305,3,B,Hot-Dry,Lynn
TX,48,307,3,B,Hot-Dry,McCulloch
TX,48,309,2,A,Hot-Humid,McLennan
TX,48,311,2,A,Hot-Humid,McMullen
TX,48,313,2,A,Hot-Humid,Madison
TX,48,315,3,A,Hot-Humid,Marion
TX,48,317,3,B,Hot-Dry,Martin
TX,48,319,3,B,Hot-Dry,Mason
TX,48,321,2,A,Hot-Humid,Matagorda
TX,48,323,2,B,Hot-Humid,Maverick
TX,48,325,2,B,Hot-Humid,Medina
TX,48,327,3,B,Hot-Dry,Menard
TX,48,329,3,B,Hot-Dry,Midland
TX,48,331,2,A,Hot-Humid,Milam
TX,48,333,3,A,Hot-Humid,Mills
TX,48,335,3,B,Hot-Dry,Mitchell
TX,48,337,3,A,Mixed-Humid,Montague
TX,48,339,2,A,Hot-Humid,Montgomery
TX,48,341,4,B,Mixed-Dry,Moore
TX,48,343,3,A,Hot-Humid,Morris
TX,48,345,3,B,Hot-Dry,Motley
TX,48,347,3,A,Hot-Humid,Nacogdoches
TX,48,349,3,A,Hot-Humid,Navarro
TX,48,351,2,A,Hot-Humid,Newton
TX,48,353,3,B,Hot-Dry,Nolan
TX,48,355,2,A,Hot-Humid,Nueces
TX,48,357,4,B,Mixed-Dry,Ochiltree
TX,48,359,4,B,Mixed-Dry,Oldham
TX,48,361,2,A,Hot-Humid,Orange
TX,48,363,3,A,Mixed-Humid,Palo Pinto
TX,48,365,3,A,Hot-Humid,Panola
TX,48,367,3,A,Hot-Humid,Parker
TX,48,369,4,B,Mixed-Dry,Parmer
TX,48,371,3,B,Hot-Dry,Pecos
TX,48,373,2,A,Hot-Humid,Polk
TX,48,375,4,B,Mixed-Dry,Potter
TX,48,377,3,B,Hot-Dry,Presidio
TX,48,379,3,A,Hot-Humid,Rains
TX,48,381,4,B,Mixed-Dry,Randall
TX,48,383,3,B,Hot-Dry,Reagan
TX,48,385,2,B,Hot-Humid,Real
TX,48,387,3,A,Hot-Humid,Red River
TX,48,389,3,B,Hot-Dry,Reeves
TX,48,391,2,A,Hot-Humid,Refugio
TX,48,393,4,B,Mixed-Dry,Roberts
TX,48,395,2,A,Hot-Humid,Robertson
TX,48,397,3,A,Hot-Humid,Rockwall
TX,48,399,3,B,Hot-Dry,Runnels
TX,48,401,3,A,Hot-Humid,Rusk
TX,48,403,3,A,Hot-Humid,Sabine
TX,48,405,3,A,Hot-Humid,San Augustine
TX,48,407,2,A,Hot-Humid,San Jacinto
TX,48,409,2,A,Hot-Humid,San Patricio
TX,48,411,3,A,Hot-Humid,San Saba
TX,48,413,3,B,Hot-Dry,Schleicher
TX,48,415,3,B,Hot-Dry,Scurry
TX,48,417,3,B,Hot-Dry,Shackelford
TX,48,419,3,A,Hot-Humid,Shelby
TX,48,421,4,B,Mixed-Dry,Sherman
TX,48,423,3,A,Hot-Humid,Smith
TX,48,425,3,A,Hot-Humid,Somervell
TX,48,427,2,A,Hot-Humid,Starr
TX,48,429,3,A,Mixed-Humid,Stephens
TX,48,431,3,B,Hot-Dry,Sterling
TX,48,433,3,B,Hot-Dry,Stonewall
TX,48,435,3,B,Hot-Dry,Sutton
TX,48,437,4,B,Mixed-Dry,Swisher
TX,48,439,3,A,Hot-Humid,Tarrant
TX,48,441,3,B,Hot-Dry,Taylor
TX,48,443,3,B,Hot-Dry,Terrell
TX,48,445,3,B,Hot-Dry,Terry
TX,48,447,3,B,Hot-Dry,Throckmorton
TX,48,449,3,A,Hot-Humid,Titus
TX,48,451,3,B,Hot-Dry,Tom Green
TX,48,453,2,A,Hot-Humid,Travis
TX,48,455,2,A,Hot-Humid,Trinity
TX,48,457,2,A,Hot-Humid,Tyler
TX,48,459,3,A,Hot-Humid,Upshur
TX,48,461,3,B,Hot-Dry,Upton
TX,48,463,2,B,Hot-Humid,Uvalde
TX,48,465,2,B,Hot-Humid,Val Verde
TX,48,467,3,A,Hot-Humid,Van Zandt
TX,48,469,2,A,Hot-Humid,Victoria
TX,48,471,2,A,Hot-Humid,Walker
TX,48,473,2,A,Hot-Humid,Waller
TX,48,475,3,B,Hot-Dry,Ward
TX,48,477,2,A,Hot-Humid,Washington
TX,48,479,2,B,Hot-Humid,Webb
TX,48,481,2,A,Hot-Humid,Wharton
TX,48,483,3,B,Hot-Dry,Wheeler
TX,48,485,3,A,Mixed-Humid,Wichita
TX,48,487,3,B,Hot-Dry,Wilbarger
TX,48,489,2,A,Hot-Humid,Willacy
TX,48,491,2,A,Hot-Humid,Williamson
TX,48,493,2,A,Hot-Humid,Wilson
TX,48,495,3,B,Hot-Dry,Winkler
TX,48,497,3,A,Mixed-Humid,Wise
TX,48,499,3,A,Hot-Humid,Wood
TX,48,501,4,B,Mixed-Dry,Yoakum
TX,48,503,3,A,Mixed-Humid,Young
TX,48,505,2,B,Hot-Humid,Zapata
TX,48,507,2,B,Hot-Humid,Zavala
UM,74,300,1,A,Hot-Humid,Midway Islands
UT,49,001,5,B,Cold,Beaver
UT,49,003,6,B,Cold,Box Elder
UT,49,005,6,B,Cold,Cache
UT,49,007,6,B,Cold,Carbon
UT,49,009,6,B,Cold,Daggett
UT,49,011,5,B,Cold,Davis
UT,49,013,6,B,Cold,Duchesne
UT,49,015,5,B,Cold,Emery
UT,49,017,5,B,Cold,Garfield
UT,49,019,5,B,Cold,Grand
UT,49,021,5,B,Cold,Iron
UT,49,023,5,B,Cold,Juab
UT,49,025,5,B,Cold,Kane
UT,49,027,5,B,Cold,Millard
UT,49,029,6,B,Cold,Morgan
UT,49,031,5,B,Cold,Piute
UT,49,033,6,B,Cold,Rich
UT,49,035,5,B,Cold,Salt Lake
UT,49,037,5,B,Cold,San Juan
UT,49,039,5,B,Cold,Sanpete
UT,49,041,5,B,Cold,Sevier
UT,49,043,6,B,Cold,Summit
UT,49,045,5,B,Cold,Tooele
UT,49,047,6,B,Cold,Uintah
UT,49,049,5,B,Cold,Utah
UT,49,051,6,B,Cold,Wasatch
UT,49,053,3,B,Hot-Dry,Washington
UT,49,055,5,B,Cold,Wayne
UT,49,057,5,B,Cold,Weber
VA,51,001,4,A,Mixed-Humid,Accomack
VA,51,003,4,A,Mixed-Humid,Albemarle
VA,51,510,4,A,Mixed-Humid,Alexandria (city)
VA,51,005,4,A,Mixed-Humid,Alleghany
VA,51,007,4,A,Mixed-Humid,Amelia
VA,51,009,4,A,Mixed-Humid,Amherst
VA,51,011,4,A,Mixed-Humid,Appomattox
VA,51,013,4,A,Mixed-Humid,Arlington
VA,51,015,4,A,Mixed-Humid,Augusta
VA,51,017,4,A,Mixed-Humid,Bath
VA,51,019,4,A,Mixed-Humid,Bedford
VA,51,515,4,A,Mixed-Humid,Bedford (city)
VA,51,021,4,A,Mixed-Humid,Bland
VA,51,023,4,A,Mixed-Humid,Botetourt
VA,51,520,4,A,Mixed-Humid,Bristol (city)
VA,51,025,4,A,Mixed-Humid,Brunswick
VA,51,027,4,A,Mixed-Humid,Buchanan
VA,51,029,4,A,Mixed-Humid,Buckingham
VA,51,530,4,A,Mixed-Humid,Buena Vista (city)
VA,51,031,4,A,Mixed-Humid,Campbell
VA,51,033,4,A,Mixed-Humid,Caroline
VA,51,035,4,A,Mixed-Humid,Carroll
VA,51,036,4,A,Mixed-Humid,Charles City
VA,51,037,4,A,Mixed-Humid,Charlotte
VA,51,540,4,A,Mixed-Humid,Charlottesville (city)
VA,51,550,4,A,Mixed-Humid,Chesapeake (city)
VA,51,041,4,A,Mixed-Humid,Chesterfield
VA,51,043,4,A,Mixed-Humid,Clarke
VA,51,570,4,A,Mixed-Humid,Colonial Heights (city)
VA,51,580,4,A,Mixed-Humid,Covington (city)
VA,51,045,4,A,Mixed-Humid,Craig
VA,51,047,4,A,Mixed-Humid,Culpeper
VA,51,049,4,A,Mixed-Humid,Cumberland
VA,51,590,4,A,Mixed-Humid,Danville (city)
VA,51,051,4,A,Mixed-Humid,Dickenson
VA,51,053,4,A,Mixed-Humid,Dinwiddie
VA,51,595,4,A,Mixed-Humid,Emporia (city)
VA,51,057,4,A,Mixed-Humid,Essex
VA,51,059,4,A,Mixed-Humid,Fairfax
VA,51,600,4,A,Mixed-Humid,Fairfax (city)
VA,51,610,4,A,Mixed-Humid,Falls Church (city)
VA,51,061,4,A,Mixed-Humid,Fauquier
VA,51,063,4,A,Mixed-Humid,Floyd
VA,51,065,4,A,Mixed-Humid,Fluvanna
VA,51,067,4,A,Mixed-Humid,Franklin
VA,51,620,4,A,Mixed-Humid,Franklin (city)
VA,51,069,4,A,Mixed-Humid,Frederick
VA,51,630,4,A,Mixed-Humid,Fredericksburg (city)
VA,51,640,4,A,Mixed-Humid,Galax (city)
VA,51,071,4,A,Mixed-Humid,Giles
VA,51,073,4,A,Mixed-Humid,Gloucester
VA,51,075,4,A,Mixed-Humid,Goochland
VA,51,077,4,A,Mixed-Humid,Grayson
VA,51,079,4,A,Mixed-Humid,Greene
VA,51,081,4,A,Mixed-Humid,Greensville
VA,51,083,4,A,Mixed-Humid,Halifax
VA,51,650,4,A,Mixed-Humid,Hampton (city)
VA,51,085,4,A,Mixed-Humid,Hanover
VA,51,660,4,A,Mixed-Humid,Harrisonburg (city)
VA,51,087,4,A,Mixed-Humid,Henrico
VA,51,089,4,A,Mixed-Humid,Henry
VA,51,091,4,A,Mixed-Humid,Highland
VA,51,670,4,A,Mixed-Humid,Hopewell (city)
VA,51,093,4,A,Mixed-Humid,Isle of Wight
VA,51,095,4,A,Mixed-Humid,James City
VA,51,097,4,A,Mixed-Humid,King and Queen
VA,51,099,4,A,Mixed-Humid,King George
VA,51,101,4,A,Mixed-Humid,King William
VA,51,103,4,A,Mixed-Humid,Lancaster
VA,51,105,4,A,Mixed-Humid,Lee
VA,51,678,4,A,Mixed-Humid,Lexington (city)
VA,51,107,4,A,Mixed-Humid,Loudoun
VA,51,109,4,A,Mixed-Humid,Louisa
VA,51,111,4,A,Mixed-Humid,Lunenburg
VA,51,680,4,A,Mixed-Humid,Lynchburg (city)
VA,51,113,4,A,Mixed-Humid,Madison
VA,51,683,4,A,Mixed-Humid,Manassas (city)
VA,51,685,4,A,Mixed-Humid,Manassas Park (city)
VA,51,690,4,A,Mixed-Humid,Martinsville (city)
VA,51,115,4,A,Mixed-Humid,Mathews
VA,51,117,4,A,Mixed-Humid,Mecklenburg
VA,51,119,4,A,Mixed-Humid,Middlesex
VA,51,121,4,A,Mixed-Humid,Montgomery
VA,51,125,4,A,Mixed-Humid,Nelson
VA,51,127,4,A,Mixed-Humid,New Kent
VA,51,700,4,A,Mixed-Humid,Newport News (city)
VA,51,710,4,A,Mixed-Humid,Norfolk (city)
VA,51,131,4,A,Mixed-Humid,Northampton
VA,51,133,4,A,Mixed-Humid,Northumberland
VA,51,720,4,A,Mixed-Humid,Norton (city)
VA,51,135,4,A,Mixed-Humid,Nottoway
VA,51,137,4,A,Mixed-Humid,Orange
VA,51,139,4,A,Mixed-Humid,Page
VA,51,141,4,A,Mixed-Humid,Patrick
VA,51,730,4,A,Mixed-Humid,Petersburg (city)
VA,51,143,4,A,Mixed-Humid,Pittsylvania
VA,51,735,4,A,Mixed-Humid,Poquoson (city)
VA,51,740,4,A,Mixed-Humid,Portsmouth (city)
VA,51,145,4,A,Mixed-Humid,Powhatan
VA,51,147,4,A,Mixed-Humid,Prince Edward
VA,51,149,4,A,Mixed-Humid,Prince George
VA,51,153,4,A,Mixed-Humid,Prince William
VA,51,155,4,A,Mixed-Humid,Pulaski
VA,51,750,4,A,Mixed-Humid,Radford (city)
VA,51,157,4,A,Mixed-Humid,Rappahannock
VA,51,159,4,A,Mixed-Humid,Richmond
VA,51,760,4,A,Mixed-Humid,Richmond (city)
VA,51,161,4,A,Mixed-Humid,Roanoke
VA,51,770,4,A,Mixed-Humid,Roanoke (city)
VA,51,163,4,A,Mixed-Humid,Rockbridge
VA,51,165,4,A,Mixed-Humid,Rockingham
VA,51,167,4,A,Mixed-Humid,Russell
VA,51,775,4,A,Mixed-Humid,Salem (city)
VA,51,169,4,A,Mixed-Humid,Scott
VA,51,171,4,A,Mixed-Humid,Shenandoah
VA,51,173,4,A,Mixed-Humid,Smyth
VA,51,175,4,A,Mixed-Humid,Southampton
VA,51,177,4,A,Mixed-Humid,Spotsylvania
VA,51,179,4,A,Mixed-Humid,Stafford
VA,51,790,4,A,Mixed-Humid,Staunton (city)
VA,51,800,4,A,Mixed-Humid,Suffolk (city)
VA,51,181,4,A,Mixed-Humid,Surry
VA,51,183,4,A,Mixed-Humid,Sussex
VA,51,185,4,A,Mixed-Humid,Tazewell
